                 0                   1                   2                    3                   4                    5                   6                    7                   8                    9                   10                   11 12 13
 0.5235077142715454  0.5364314317703247  0.5293744802474976   0.5491198897361755  0.5200786590576172   0.5251863598823547  0.5264919400215149   0.5362503528594971  0.5180110335350037   0.4936988949775696  0.5236372351646423   0.5238837599754333  0  0
 0.5397679209709167 0.27182069420814514  0.5447791814804077   0.2837292551994324   0.540244996547699  0.28097596764564514  0.5454565286636353   0.2900075614452362  0.5405346155166626   0.2832205891609192  0.5454308390617371   0.2910178005695343  0  1
0.49915242195129395 0.24356842041015625  0.5042988061904907  0.25316178798675537  0.5018964409828186   0.2322768270969391  0.5068126320838928  0.24287664890289307  0.5043445825576782  0.22462590038776398  0.5093992352485657  0.23318837583065033  0  0
 0.4222540855407715  0.5916115045547485 0.42829227447509766   0.6016308069229126 0.42481160163879395   0.5944588780403137 0.43170905113220215   0.6076436638832092  0.4283475875854492    0.572492241859436  0.4356411099433899   0.5931626558303833  0  1
0.41846051812171936  0.5872209072113037 0.42480674386024475    0.597798764705658  0.4222540855407715   0.5916115045547485 0.42829227447509766   0.6016308069229126 0.42481160163879395   0.5944588780403137 0.43170905113220215   0.6076436638832092  0  0
 0.4079834520816803  0.5849746465682983  0.4146762490272522   0.5966482162475586  0.4117187559604645   0.5849146842956543 0.41776198148727417   0.5966376662254333  0.4145805239677429   0.5859658122062683  0.4212014079093933   0.5976229906082153  0  0
 0.3689028322696686  0.5881919264793396 0.37716197967529297   0.6200409531593323 0.36961883306503296   0.6509785652160645   0.376886785030365   0.6669545769691467 0.37359270453453064   0.6413805484771729  0.3812031149864197   0.6537951231002808  1  0
 0.3748907446861267 0.38261666893959045 0.38017794489860535  0.39885297417640686 0.37385129928588867   0.4085475504398346  0.3796159625053406   0.4335048198699951 0.37375861406326294  0.44494983553886414  0.3793405294418335   0.4706547260284424  0  0
0.38294583559036255  0.2363509088754654  0.3885060250759125  0.24909479916095734  0.3824903964996338   0.2454560101032257 0.38886579871177673  0.25668829679489136  0.3817441165447235   0.2442108392715454  0.3880118727684021   0.2564077079296112  0  1
0.38272932171821594  0.1651197224855423  0.3877365291118622   0.1747075468301773   0.382917582988739  0.17693744599819183 0.38852399587631226  0.18720631301403046 0.38295724987983704  0.18962052464485168 0.38790494203567505  0.20015862584114075  0  0
 0.3480764329433441 0.26011762022972107  0.3541482090950012  0.27262070775032043  0.3484075963497162  0.24612553417682648 0.35368451476097107  0.25875335931777954  0.3486035168170929  0.23136258125305176  0.3544648289680481  0.24495451152324677  0  0
 0.6246903538703918  0.3186793029308319  0.6305292844772339   0.3299804627895355  0.6197518110275269   0.3224603831768036  0.6252402663230896   0.3320953845977783  0.6134821772575378   0.3173023760318756  0.6188624501228333  0.32666635513305664  0  1
 0.6295226216316223  0.3096311688423157  0.6354022026062012  0.31991463899612427  0.6246903538703918   0.3186793029308319  0.6305292844772339   0.3299804627895355  0.6197518110275269   0.3224603831768036  0.6252402663230896   0.3320953845977783  0  0
 0.5770142674446106  0.9463789463043213  0.5842752456665039   0.9577070474624634  0.5782240629196167   0.9472455978393555  0.5858809351921082   0.9604924321174622  0.5796657204627991   0.9488457441329956  0.5876208543777466   0.9632022380828857  0  0
